consent_id,customer_ref,provider_id,institution_id,purpose,presented_scopes,granted_scopes,notice_version,auth_method,channel,created_at,expires_at,status,revoked_at,revoked_by,revocation_reason,seconds_on_consent_screen,opened_scope_detail
cns_00194,cus_synthetic_0249,tpp_003,bank_001,salud financiera,accounts:list|accounts:transactions,accounts:list|accounts:transactions,consent-notice-v2,sca-otp,web,2026-05-15,2027-05-10,revocado,2026-08-07,cliente,cese de la relacion,1.7,0
cns_00195,cus_synthetic_0198,tpp_005,bank_001,panel de posicion consolidada,accounts:balances|accounts:list|credits:position,accounts:balances,consent-notice-v3,sca-otp,web,2026-03-23,2026-09-19,revocado,2026-04-16,cliente,no reconozco al proveedor,5.4,1
cns_00196,cus_synthetic_0024,tpp_007,bank_001,salud financiera,accounts:balances|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:balances|accounts:transactions|investments:position|payments:initiate,consent-notice-v2,sca-biometria,web,2026-05-20,2026-11-16,vigente,,,,1.9,0
cns_00197,cus_synthetic_0120,tpp_009,bank_002,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:balances|accounts:list|credits:arrears|payments:initiate,consent-notice-v3,sca-app,web,2026-03-18,2027-03-13,vigente,,,,1.8,0
cns_00198,cus_synthetic_0278,tpp_011,bank_002,salud financiera,investments:position,investments:position,consent-notice-v3,sca-app,web,2026-03-20,2027-03-15,revocado,2026-03-27,cliente,ya no lo uso,1.3,0
cns_00199,cus_synthetic_0215,tpp_003,bank_004,salud financiera,investments:position,investments:position,consent-notice-v2,sca-app,web,2026-05-23,2026-08-21,vigente,,,,4.2,0
cns_00200,cus_synthetic_0189,tpp_005,bank_003,comparador de credito,accounts:list|credits:arrears|investments:position,credits:arrears,consent-notice-v2,sca-app,movil,2026-07-01,2026-12-28,vigente,,,,4.5,0
cns_00201,cus_synthetic_0332,tpp_012,bank_004,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|credits:arrears|credits:position|investments:position,consent-notice-v2,sca-otp,web,2026-02-04,2027-01-30,vigente,,,,2.1,0
cns_00202,cus_synthetic_0196,tpp_006,bank_004,categorizacion de gastos,accounts:balances|accounts:list|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:balances|accounts:list|investments:position|payments:initiate,consent-notice-v2,sca-otp,movil,2026-04-01,2026-09-28,vigente,,,,2.8,0
cns_00203,cus_synthetic_0211,tpp_012,bank_002,salud financiera,accounts:balances|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:transactions|credits:position,consent-notice-v2,sca-biometria,movil,2026-06-30,2027-06-25,vigente,,,,2.2,0
cns_00204,cus_synthetic_0096,tpp_012,bank_003,comparador de credito,accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:transactions|credits:arrears,consent-notice-v2,sca-biometria,web,2026-04-04,2026-10-01,vigente,,,,1.4,0
cns_00205,cus_synthetic_0107,tpp_001,bank_003,salud financiera,accounts:list|payments:initiate,accounts:list|payments:initiate,consent-notice-v2,sca-otp,movil,2026-06-04,2027-05-30,vigente,,,,1.7,0
cns_00206,cus_synthetic_0290,tpp_004,bank_004,comparador de credito,accounts:balances|payments:initiate,accounts:balances,consent-notice-v3,sca-biometria,movil,2026-05-16,2027-05-11,revocado,2026-06-15,cliente,no indicado,2.8,0
cns_00207,cus_synthetic_0198,tpp_010,bank_001,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|investments:position,accounts:balances|accounts:list|accounts:transactions,consent-notice-v2,sca-biometria,movil,2026-04-27,2027-04-22,revocado,2026-04-30,cliente,no reconozco al proveedor,3.8,0
cns_00208,cus_synthetic_0300,tpp_010,bank_002,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|accounts:transactions|credits:arrears|investments:position,consent-notice-v2,sca-otp,movil,2026-02-03,2027-01-29,vigente,,,,3.5,0
cns_00209,cus_synthetic_0332,tpp_010,bank_001,salud financiera,investments:position|payments:initiate,investments:position|payments:initiate,consent-notice-v2,sca-otp,movil,2026-02-27,2027-02-22,vigente,,,,0.9,0
cns_00210,cus_synthetic_0276,tpp_012,bank_001,comparador de credito,accounts:transactions|credits:arrears|payments:initiate,accounts:transactions|credits:arrears|payments:initiate,consent-notice-v3,sca-otp,movil,2026-02-27,2027-02-22,vigente,,,,2.1,0
cns_00211,cus_synthetic_0014,tpp_004,bank_003,panel de posicion consolidada,accounts:balances,accounts:balances,consent-notice-v2,sca-otp,movil,2026-02-13,2026-08-12,vigente,,,,4.6,0
cns_00212,cus_synthetic_0250,tpp_010,bank_004,iniciacion de pago unico,accounts:balances|credits:arrears|credits:position,credits:position,consent-notice-v2,sca-biometria,web,2026-03-28,2027-03-23,revocado,2026-03-28,cliente,cambio de aplicacion,1.2,0
cns_00213,cus_synthetic_0230,tpp_006,bank_002,panel de posicion consolidada,accounts:balances|accounts:transactions,accounts:balances,consent-notice-v3,sca-otp,movil,2026-05-03,2026-10-30,expirado,,,,2.5,0
cns_00214,cus_synthetic_0178,tpp_002,bank_003,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:balances|accounts:list|investments:position|payments:initiate,consent-notice-v2,sca-otp,web,2026-03-17,2027-03-12,vigente,,,,2.9,0
cns_00215,cus_synthetic_0300,tpp_010,bank_005,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position,accounts:balances|accounts:list|credits:position|investments:position,consent-notice-v3,sca-otp,web,2026-03-10,2026-09-06,revocado,2026-03-13,cliente,no reconozco al proveedor,2.3,0
cns_00216,cus_synthetic_0145,tpp_003,bank_005,comparador de credito,accounts:list|payments:initiate,accounts:list|payments:initiate,consent-notice-v3,sca-app,movil,2026-06-20,2027-06-15,vigente,,,,2.4,0
cns_00217,cus_synthetic_0207,tpp_005,bank_005,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:arrears|payments:initiate,accounts:list|accounts:transactions|credits:arrears|payments:initiate,consent-notice-v3,sca-otp,web,2026-02-05,2027-01-31,expirado,,,,7.0,0
cns_00218,cus_synthetic_0387,tpp_003,bank_001,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:balances|accounts:transactions|investments:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-01-10,2026-07-09,vigente,,,,3.8,0
cns_00219,cus_synthetic_0204,tpp_007,bank_001,comparador de credito,accounts:list|investments:position,accounts:list,consent-notice-v2,sca-otp,web,2026-06-13,2026-12-10,expirado,,,,1.9,1
cns_00220,cus_synthetic_0158,tpp_009,bank_002,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|payments:initiate,accounts:list|credits:arrears|payments:initiate,consent-notice-v3,sca-app,web,2026-02-23,2027-02-18,vigente,,,,0.9,0
cns_00221,cus_synthetic_0044,tpp_009,bank_002,iniciacion de pago unico,accounts:list|credits:position,accounts:list|credits:position,consent-notice-v2,sca-otp,web,2026-02-25,2027-02-20,revocado,2026-02-27,cliente,no indicado,1.4,0
cns_00222,cus_synthetic_0289,tpp_011,bank_003,categorizacion de gastos,accounts:balances|credits:position,accounts:balances,consent-notice-v2,sca-biometria,movil,2026-05-20,2027-05-15,expirado,,,,1.5,0
cns_00223,cus_synthetic_0081,tpp_008,bank_002,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|investments:position,accounts:balances|accounts:list|accounts:transactions|investments:position,consent-notice-v2,sca-otp,web,2026-06-08,2027-06-03,vigente,,,,4.9,0
cns_00224,cus_synthetic_0168,tpp_007,bank_004,comparador de credito,accounts:transactions|investments:position|payments:initiate,investments:position|payments:initiate,consent-notice-v2,sca-otp,web,2026-05-03,2027-04-28,revocado,2026-06-12,cliente,cese de la relacion,7.6,0
cns_00225,cus_synthetic_0193,tpp_008,bank_004,panel de posicion consolidada,accounts:balances|accounts:transactions|credits:arrears|investments:position,accounts:balances|accounts:transactions|credits:arrears|investments:position,consent-notice-v2,sca-app,web,2026-06-16,2027-06-11,revocado,2026-08-31,cliente,no indicado,2.0,0
cns_00226,cus_synthetic_0295,tpp_009,bank_001,categorizacion de gastos,accounts:transactions|payments:initiate,payments:initiate,consent-notice-v2,sca-otp,movil,2026-05-08,2027-05-03,vigente,,,,3.1,0
cns_00227,cus_synthetic_0274,tpp_009,bank_002,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|credits:arrears|payments:initiate,consent-notice-v3,sca-app,movil,2026-04-19,2027-04-14,revocado,2026-04-19,cliente,cambio de aplicacion,2.1,0
cns_00228,cus_synthetic_0088,tpp_009,bank_002,panel de posicion consolidada,accounts:balances|accounts:transactions,accounts:balances,consent-notice-v2,sca-otp,movil,2026-04-04,2026-10-01,vigente,,,,3.1,0
cns_00229,cus_synthetic_0199,tpp_011,bank_005,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|credits:arrears|credits:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-04-25,2027-04-20,vigente,,,,5.0,0
cns_00230,cus_synthetic_0243,tpp_011,bank_002,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,accounts:balances|accounts:transactions|credits:arrears|investments:position,consent-notice-v2,sca-biometria,movil,2026-06-26,2026-12-23,rechazado,,,,2.6,0
cns_00231,cus_synthetic_0008,tpp_004,bank_002,iniciacion de pago unico,accounts:transactions,accounts:transactions,consent-notice-v3,sca-biometria,movil,2026-03-01,2026-08-28,vigente,,,,1.8,0
cns_00232,cus_synthetic_0201,tpp_006,bank_002,salud financiera,accounts:balances|accounts:list|credits:arrears|investments:position,accounts:balances|accounts:list|credits:arrears|investments:position,consent-notice-v2,sca-app,web,2026-02-09,2027-02-04,vigente,,,,9.9,0
cns_00233,cus_synthetic_0176,tpp_003,bank_002,salud financiera,investments:position,investments:position,consent-notice-v3,sca-otp,web,2026-06-02,2027-05-28,revocado,2026-08-10,cliente,no indicado,5.0,0
cns_00234,cus_synthetic_0210,tpp_012,bank_005,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:list|credits:arrears|credits:position|investments:position,consent-notice-v2,sca-app,web,2026-02-03,2026-05-04,revocado,2026-02-06,cliente,cambio de aplicacion,4.5,0
cns_00235,cus_synthetic_0396,tpp_007,bank_004,categorizacion de gastos,accounts:list|accounts:transactions|investments:position,accounts:list|accounts:transactions|investments:position,consent-notice-v2,sca-otp,web,2026-05-11,2027-05-06,revocado,2026-06-20,cliente,cambio de aplicacion,1.8,0
cns_00236,cus_synthetic_0353,tpp_010,bank_005,panel de posicion consolidada,accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:transactions|credits:arrears|credits:position|payments:initiate,consent-notice-v2,sca-otp,movil,2026-01-10,2026-04-10,vigente,,,,3.1,0
cns_00237,cus_synthetic_0271,tpp_008,bank_001,comparador de credito,accounts:balances|accounts:transactions|credits:arrears|investments:position,accounts:balances|investments:position,consent-notice-v2,sca-app,web,2026-04-07,2026-10-04,expirado,,,,6.6,0
cns_00238,cus_synthetic_0171,tpp_009,bank_002,salud financiera,accounts:list|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:list|accounts:transactions|credits:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-03-14,2027-03-09,revocado,2026-03-16,cliente,cambio de aplicacion,1.2,0
cns_00239,cus_synthetic_0034,tpp_009,bank_001,salud financiera,accounts:balances|credits:arrears,accounts:balances|credits:arrears,consent-notice-v2,sca-biometria,web,2026-05-29,2026-11-25,vigente,,,,3.2,0
cns_00240,cus_synthetic_0388,tpp_005,bank_001,salud financiera,accounts:balances|credits:position|investments:position,accounts:balances|credits:position,consent-notice-v3,sca-otp,movil,2026-04-17,2026-07-16,revocado,2026-04-17,cliente,no reconozco al proveedor,4.6,0
cns_00241,cus_synthetic_0177,tpp_002,bank_005,salud financiera,accounts:transactions,accounts:transactions,consent-notice-v2,sca-otp,movil,2026-04-14,2027-04-09,expirado,,,,9.2,0
cns_00242,cus_synthetic_0316,tpp_009,bank_003,iniciacion de pago unico,accounts:balances|credits:position|payments:initiate,credits:position,consent-notice-v2,sca-app,movil,2026-03-25,2027-03-20,vigente,,,,1.5,0
cns_00243,cus_synthetic_0002,tpp_007,bank_001,salud financiera,accounts:transactions|credits:arrears|credits:position,accounts:transactions,consent-notice-v2,sca-app,web,2026-05-14,2027-05-09,revocado,2026-05-20,cliente,ya no lo uso,3.9,0
cns_00244,cus_synthetic_0160,tpp_007,bank_001,salud financiera,accounts:balances|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:balances|credits:arrears|investments:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-06-11,2027-06-06,expirado,,,,3.5,0
cns_00245,cus_synthetic_0170,tpp_008,bank_005,salud financiera,accounts:balances|investments:position|payments:initiate,accounts:balances|investments:position|payments:initiate,consent-notice-v2,sca-biometria,web,2026-06-27,2027-06-22,revocado,2026-08-17,cliente,no indicado,4.5,0
cns_00246,cus_synthetic_0175,tpp_012,bank_004,categorizacion de gastos,accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,accounts:transactions|investments:position|payments:initiate,consent-notice-v3,sca-app,movil,2026-03-24,2027-03-19,vigente,,,,1.2,0
cns_00247,cus_synthetic_0084,tpp_002,bank_003,panel de posicion consolidada,investments:position,investments:position,consent-notice-v3,sca-biometria,movil,2026-06-14,2027-06-09,vigente,,,,1.6,0
cns_00248,cus_synthetic_0366,tpp_006,bank_002,iniciacion de pago unico,accounts:list|credits:arrears|credits:position|payments:initiate,accounts:list|credits:position|payments:initiate,consent-notice-v3,sca-biometria,web,2026-04-01,2026-09-28,vigente,,,,13.3,0
cns_00249,cus_synthetic_0324,tpp_003,bank_003,comparador de credito,accounts:balances|accounts:list|investments:position|payments:initiate,accounts:balances|accounts:list|investments:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-06-21,2027-06-16,vigente,,,,3.4,0
cns_00250,cus_synthetic_0225,tpp_004,bank_001,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|credits:position|payments:initiate,credits:arrears|credits:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-04-03,2027-03-29,vigente,,,,5.3,0
cns_00251,cus_synthetic_0371,tpp_007,bank_005,categorizacion de gastos,accounts:list|accounts:transactions|credits:position|investments:position,accounts:transactions|credits:position|investments:position,consent-notice-v2,sca-app,web,2026-05-07,2027-05-02,vigente,,,,1.2,0
cns_00252,cus_synthetic_0031,tpp_003,bank_003,iniciacion de pago unico,accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,accounts:transactions|investments:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-04-15,2027-04-10,vigente,,,,2.4,0
cns_00253,cus_synthetic_0296,tpp_003,bank_005,comparador de credito,accounts:list|credits:arrears|credits:position|investments:position,accounts:list|credits:arrears|credits:position|investments:position,consent-notice-v2,sca-biometria,movil,2026-05-10,2026-11-06,expirado,,,,1.4,0
cns_00254,cus_synthetic_0030,tpp_008,bank_001,salud financiera,credits:position|payments:initiate,credits:position|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-04-28,2027-04-23,revocado,2026-07-06,cliente,cese de la relacion,1.2,0
cns_00255,cus_synthetic_0377,tpp_009,bank_005,iniciacion de pago unico,accounts:balances,accounts:balances,consent-notice-v3,sca-biometria,web,2026-05-26,2027-05-21,rechazado,,,,0.5,0
cns_00256,cus_synthetic_0104,tpp_007,bank_005,comparador de credito,credits:arrears|credits:position|investments:position,investments:position,consent-notice-v3,sca-biometria,web,2026-04-17,2027-04-12,revocado,2026-06-24,cliente,no indicado,3.9,0
cns_00257,cus_synthetic_0256,tpp_003,bank_002,comparador de credito,accounts:transactions|credits:position|investments:position,accounts:transactions|investments:position,consent-notice-v3,sca-biometria,web,2026-05-08,2026-08-06,vigente,,,,3.2,0
cns_00258,cus_synthetic_0126,tpp_002,bank_002,panel de posicion consolidada,accounts:balances|credits:arrears|payments:initiate,accounts:balances|credits:arrears|payments:initiate,consent-notice-v3,sca-otp,web,2026-05-16,2027-05-11,vigente,,,,3.5,0
cns_00259,cus_synthetic_0345,tpp_005,bank_005,salud financiera,accounts:list|accounts:transactions|investments:position|payments:initiate,investments:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-07-04,2027-06-29,vigente,,,,3.4,0
cns_00260,cus_synthetic_0125,tpp_010,bank_003,comparador de credito,accounts:balances|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:transactions|payments:initiate,consent-notice-v2,sca-otp,movil,2026-05-07,2027-05-02,vigente,,,,2.8,0
cns_00261,cus_synthetic_0172,tpp_003,bank_004,categorizacion de gastos,credits:arrears|credits:position,credits:arrears|credits:position,consent-notice-v3,sca-biometria,web,2026-06-20,2027-06-15,revocado,2026-06-23,cliente,no indicado,3.3,0
cns_00262,cus_synthetic_0325,tpp_010,bank_002,categorizacion de gastos,accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:list|credits:position|investments:position|payments:initiate,consent-notice-v3,sca-app,movil,2026-03-14,2027-03-09,rechazado,,,,3.1,0
cns_00263,cus_synthetic_0133,tpp_009,bank_005,comparador de credito,accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,accounts:list|credits:position|investments:position|payments:initiate,consent-notice-v2,sca-otp,movil,2026-02-03,2026-08-02,revocado,2026-02-05,cliente,no reconozco al proveedor,3.2,0
cns_00264,cus_synthetic_0001,tpp_009,bank_002,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:position,accounts:balances|accounts:transactions|credits:position,consent-notice-v3,sca-otp,movil,2026-01-11,2026-07-10,vigente,,,,1.9,0
cns_00265,cus_synthetic_0390,tpp_007,bank_002,comparador de credito,accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:list|credits:arrears|credits:position|payments:initiate,consent-notice-v2,sca-app,movil,2026-03-26,2027-03-21,revocado,2026-04-09,institucion,no reconozco al proveedor,2.4,0
cns_00266,cus_synthetic_0155,tpp_005,bank_004,iniciacion de pago unico,accounts:balances|accounts:transactions|investments:position,accounts:balances|accounts:transactions|investments:position,consent-notice-v2,sca-otp,web,2026-05-15,2026-11-11,expirado,,,,2.2,0
cns_00267,cus_synthetic_0143,tpp_005,bank_004,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|payments:initiate,consent-notice-v2,sca-app,movil,2026-01-13,2027-01-08,vigente,,,,1.6,0
cns_00268,cus_synthetic_0139,tpp_006,bank_004,comparador de credito,accounts:transactions|credits:position|investments:position|payments:initiate,accounts:transactions|credits:position|investments:position|payments:initiate,consent-notice-v2,sca-biometria,web,2026-06-01,2027-05-27,vigente,,,,3.1,0
cns_00269,cus_synthetic_0330,tpp_004,bank_001,comparador de credito,accounts:list|credits:arrears,accounts:list,consent-notice-v3,sca-biometria,web,2026-06-22,2027-06-17,vigente,,,,4.0,0
cns_00270,cus_synthetic_0226,tpp_007,bank_003,salud financiera,credits:position,credits:position,consent-notice-v3,sca-otp,movil,2026-01-20,2026-07-19,vigente,,,,3.1,0
cns_00271,cus_synthetic_0129,tpp_009,bank_004,salud financiera,accounts:balances|accounts:transactions|credits:position|payments:initiate,accounts:balances|accounts:transactions|credits:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-03-20,2026-06-18,vigente,,,,3.3,0
cns_00272,cus_synthetic_0240,tpp_012,bank_003,comparador de credito,accounts:list|credits:arrears|investments:position,credits:arrears|investments:position,consent-notice-v2,sca-app,web,2026-06-27,2027-06-22,vigente,,,,1.4,0
cns_00273,cus_synthetic_0307,tpp_006,bank_004,comparador de credito,credits:arrears|payments:initiate,credits:arrears|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-05-24,2026-08-22,expirado,,,,2.4,0
cns_00274,cus_synthetic_0223,tpp_002,bank_003,categorizacion de gastos,accounts:balances|accounts:transactions,accounts:balances|accounts:transactions,consent-notice-v3,sca-biometria,movil,2026-02-05,2026-05-06,vigente,,,,1.5,0
cns_00275,cus_synthetic_0366,tpp_005,bank_001,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position,accounts:balances|credits:arrears|credits:position,consent-notice-v2,sca-otp,movil,2026-03-28,2027-03-23,vigente,,,,3.6,0
cns_00276,cus_synthetic_0086,tpp_004,bank_001,salud financiera,accounts:list|accounts:transactions|credits:arrears|credits:position,accounts:list|accounts:transactions|credits:arrears|credits:position,consent-notice-v2,sca-biometria,web,2026-06-24,2027-06-19,expirado,,,,6.5,0
cns_00277,cus_synthetic_0214,tpp_012,bank_004,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|credits:arrears,consent-notice-v3,sca-biometria,web,2026-05-29,2027-05-24,revocado,2026-06-02,cliente,cese de la relacion,5.7,0
cns_00278,cus_synthetic_0264,tpp_010,bank_003,salud financiera,accounts:balances|accounts:list|accounts:transactions|credits:arrears|investments:position,accounts:balances|accounts:list|credits:arrears|investments:position,consent-notice-v3,sca-otp,web,2026-01-14,2026-07-13,vigente,,,,0.8,0
cns_00279,cus_synthetic_0275,tpp_010,bank_002,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:balances|accounts:list|credits:arrears|investments:position,consent-notice-v2,sca-biometria,web,2026-01-17,2027-01-12,revocado,2026-01-21,cliente,cese de la relacion,2.7,0
cns_00280,cus_synthetic_0344,tpp_009,bank_001,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|investments:position|payments:initiate,accounts:list|investments:position|payments:initiate,consent-notice-v2,sca-biometria,web,2026-02-10,2026-08-09,expirado,,,,2.5,0
cns_00281,cus_synthetic_0311,tpp_012,bank_004,panel de posicion consolidada,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:balances|accounts:list|credits:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-03-07,2027-03-02,vigente,,,,3.2,0
cns_00282,cus_synthetic_0294,tpp_007,bank_002,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears|investments:position,credits:arrears|investments:position,consent-notice-v2,sca-otp,movil,2026-06-05,2026-09-03,vigente,,,,2.1,0
cns_00283,cus_synthetic_0271,tpp_002,bank_004,comparador de credito,accounts:balances|credits:arrears|investments:position,credits:arrears,consent-notice-v3,sca-otp,web,2026-06-01,2027-05-27,vigente,,,,5.1,0
cns_00284,cus_synthetic_0077,tpp_009,bank_002,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:list|credits:arrears|credits:position,consent-notice-v3,sca-app,web,2026-03-01,2027-02-24,revocado,2026-03-06,institucion,no indicado,2.7,0
cns_00285,cus_synthetic_0267,tpp_005,bank_004,categorizacion de gastos,accounts:balances|accounts:list|accounts:transactions|credits:arrears|payments:initiate,accounts:balances|accounts:list|accounts:transactions|credits:arrears,consent-notice-v2,sca-app,movil,2026-01-30,2027-01-25,vigente,,,,4.4,0
cns_00286,cus_synthetic_0233,tpp_006,bank_002,comparador de credito,credits:arrears|credits:position|investments:position,credits:arrears|investments:position,consent-notice-v2,sca-biometria,movil,2026-05-11,2026-08-09,vigente,,,,1.8,0
cns_00287,cus_synthetic_0113,tpp_011,bank_005,panel de posicion consolidada,accounts:balances|accounts:list|payments:initiate,accounts:list|payments:initiate,consent-notice-v3,sca-otp,movil,2026-03-24,2027-03-19,vigente,,,,2.8,0
cns_00288,cus_synthetic_0281,tpp_001,bank_003,comparador de credito,accounts:balances|accounts:list|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:list|payments:initiate,consent-notice-v3,sca-biometria,web,2026-04-13,2027-04-08,revocado,2026-05-01,cliente,ya no lo uso,5.1,0
cns_00289,cus_synthetic_0298,tpp_012,bank_003,panel de posicion consolidada,accounts:transactions|credits:arrears|investments:position|payments:initiate,credits:arrears|investments:position|payments:initiate,consent-notice-v2,sca-app,movil,2026-06-29,2027-06-24,vigente,,,,0.8,0
cns_00290,cus_synthetic_0188,tpp_006,bank_001,categorizacion de gastos,accounts:list|accounts:transactions|credits:position|payments:initiate,accounts:list|payments:initiate,consent-notice-v2,sca-otp,web,2026-02-16,2027-02-11,vigente,,,,4.4,0
cns_00291,cus_synthetic_0081,tpp_007,bank_003,salud financiera,accounts:transactions|investments:position,accounts:transactions,consent-notice-v3,sca-biometria,web,2026-03-05,2026-09-01,vigente,,,,2.6,0
cns_00292,cus_synthetic_0146,tpp_003,bank_002,categorizacion de gastos,accounts:transactions|credits:arrears|payments:initiate,accounts:transactions|credits:arrears|payments:initiate,consent-notice-v2,sca-app,movil,2026-03-25,2027-03-20,vigente,,,,0.7,0
cns_00293,cus_synthetic_0054,tpp_008,bank_004,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|credits:position,accounts:balances|credits:arrears,consent-notice-v2,sca-otp,movil,2026-02-05,2027-01-31,vigente,,,,3.4,0
cns_00294,cus_synthetic_0207,tpp_010,bank_004,categorizacion de gastos,accounts:balances|accounts:transactions,accounts:transactions,consent-notice-v3,sca-biometria,movil,2026-05-14,2026-08-12,vigente,,,,1.3,0
cns_00295,cus_synthetic_0354,tpp_011,bank_002,salud financiera,accounts:balances|accounts:list|credits:arrears|investments:position|payments:initiate,accounts:balances|investments:position|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-02-17,2026-08-16,expirado,,,,0.6,0
cns_00296,cus_synthetic_0105,tpp_011,bank_003,iniciacion de pago unico,accounts:list|payments:initiate,accounts:list,consent-notice-v3,sca-otp,movil,2026-02-27,2027-02-22,vigente,,,,3.3,0
cns_00297,cus_synthetic_0317,tpp_011,bank_003,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|credits:arrears|credits:position|investments:position,consent-notice-v3,sca-app,movil,2026-04-18,2027-04-13,vigente,,,,5.1,0
cns_00298,cus_synthetic_0022,tpp_003,bank_005,iniciacion de pago unico,accounts:balances|credits:arrears|credits:position|payments:initiate,accounts:balances|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-03-15,2027-03-10,vigente,,,,5.6,0
cns_00299,cus_synthetic_0291,tpp_012,bank_005,iniciacion de pago unico,accounts:balances|credits:arrears|investments:position,accounts:balances|credits:arrears,consent-notice-v2,sca-biometria,web,2026-04-28,2027-04-23,expirado,,,,1.5,0
cns_00300,cus_synthetic_0179,tpp_005,bank_002,panel de posicion consolidada,investments:position|payments:initiate,investments:position,consent-notice-v3,sca-app,web,2026-04-20,2026-10-17,revocado,2026-04-30,institucion,ya no lo uso,0.9,0
cns_00301,cus_synthetic_0186,tpp_012,bank_004,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:position|payments:initiate,accounts:balances|payments:initiate,consent-notice-v2,sca-otp,movil,2026-06-16,2027-06-11,vigente,,,,3.4,1
cns_00302,cus_synthetic_0084,tpp_005,bank_004,iniciacion de pago unico,accounts:list|credits:arrears|credits:position,accounts:list,consent-notice-v3,sca-app,web,2026-06-10,2027-06-05,vigente,,,,2.5,0
cns_00303,cus_synthetic_0099,tpp_012,bank_003,comparador de credito,accounts:balances|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:balances|accounts:transactions|credits:arrears|payments:initiate,consent-notice-v2,sca-otp,web,2026-01-20,2026-04-20,expirado,,,,4.9,0
